,PitchNo,Date,Time,PAofInning,PitchofPA,player_name,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,release_pos_z,release_pos_x,release_extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,pitch_type_code,pitch_type,height_in_inches,interaction,arm_angle,xiVB,iVB_oe,most_common_fb,avg_RelSpeed,avg_release_pos_x,avg_release_pos_z,avg_HorzBreak,avg_InducedVertBreak,platoon_state,count,xrv
1385,96,2024-10-18,16:17:06.51,2,5,Chris Gallagher,1000074568,R,PUR_BOI,"Manias, Aaron",822407,Left,PUR_BOI,Undefined,3,Top,1,3,1,Slider,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.81201,2.99837,-6.232085,2072.790944,290.005516,3:45,2.97495,3.50136,5.80107,-46.26514,-5.49181,19.03107,1.92738,-0.732,75.54554,-5.492636,-2.85362,0.459578,,,,,,,,,,,,-11.54383,-3.24984,-2.99878,50.0,3.1955,12.40975,-120.84947,4.74688,-16.9016,25.74305,-36.93222,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,f2926400-8d8d-11ef-8724-a72f6796be32,82.01528,,,8.26648,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:17:06.51,2024-10-18T16:17:06.5146662-04:00,2024-10-18T20:17:06.5146662Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,5a64d9d8-33ac-4fc3-b4be-0abd6f79d55a,54.6995,-121.84643,12.87153,2.98397,6.17717,-18.46611,-3.49205,13.0643,-8.4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,72.0,1242.5683101480001,1.4184925892319455,-2.8971088,-2.594701206741333,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,10,0.001438781403077345
1386,97,2024-10-18,16:17:24.80,2,6,Chris Gallagher,1000074568,R,PUR_BOI,"Manias, Aaron",822407,Left,PUR_BOI,Undefined,3,Top,1,3,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.37416,3.487133,-5.295441,2134.763288,296.450827,4:00,2.92684,3.45957,5.83111,-49.17148,-8.66063,20.53312,2.08861,0.23421,75.28476,-5.560177,-1.637736,0.458097,100.54749,19.335506,-31.96386,4246.822803,87.67324,29.8223,-66.43281,276.51736,273.47923,-44.662713,2.825994,-12.20036,-5.10366,-3.03824,50.0,3.18435,10.42019,-121.69534,5.69968,-17.90791,28.60747,-39.66532,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,fd834b40-8d8d-11ef-8724-a72f6796be32,82.28055,32.82287,,9.0894,,,,0.32863,1.83097,-0.09375,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:17:24.80,2024-10-18T16:17:24.8089382-04:00,2024-10-18T20:17:24.8089382Z,LineDrive,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,06097d3a-0dd9-4d75-af2c-eaa487705241,54.66889,-122.78797,14.30373,2.93773,7.21465,-19.83266,-3.44929,11.10416,-8.95396,109.488069,0.32849,118.06087,-29.13545,7.12319,-1.52524,0.22889,-0.01707,-0.0012,0.00027,1.83104,48.82345,-21.22908,1.82003,-0.26369,0.0523,-0.01427,0.00313,-0.00029,-0.09392,-73.65604,-1.30615,2.5004,-0.86594,0.16952,-0.01213,-0.0018,0.00032,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,4,Sinker,72.0,1228.8042714527999,1.4184925892319455,-5.235877,-3.4247529629516595,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,11,0.014754769815168085
1387,98,2024-10-18,16:18:29.26,2,7,Chris Gallagher,1000074568,R,PUR_BOI,"Manias, Aaron",822407,Left,PUR_BOI,Undefined,3,Top,1,3,2,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.24646,3.101418,-4.563623,2205.940119,266.059649,2:45,3.00734,3.36157,5.7997,-37.61128,2.79977,19.10509,2.7697,0.70004,75.43476,-3.878886,-1.158243,0.457532,72.69201,6.936307,-171.328795,1642.39629,,,,70.6913,58.92479,-170.181346,0.711492,-11.15859,0.85945,-2.99724,50.0,3.24102,8.91516,-121.67326,5.34307,-16.45621,27.48947,-30.90657,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,23deef60-8d8e-11ef-8724-a72f6796be32,82.38208,4.11999,,8.8117,,,,0.33155,2.38771,-0.55807,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:18:29.26,2024-10-18T16:18:29.2627238-04:00,2024-10-18T20:18:29.2627238Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,401b397a-f7ba-4baf-bcd0-06c3a4879e90,54.69835,-122.73015,13.74473,3.01275,6.53136,-15.45328,-3.35217,9.54786,-8.2281,351.371175,0.33155,-104.62475,8.937,-0.21036,-0.01299,0.04765,-0.00655,-0.01035,0.00581,2.38771,12.87543,-24.6979,3.01998,-0.6054,0.12901,-0.01866,0.00676,-0.00289,-0.55807,-15.95603,0.22344,-0.84033,0.21505,-0.06113,0.00954,0.00051,-0.00072,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,3,Fastball,72.0,1255.800225456,1.4184925892319455,-4.6231513,7.422921302337647,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,11,-0.10146239749136388
1388,99,2024-10-18,16:18:48.35,2,8,Chris Gallagher,1000074568,R,PUR_BOI,"Manias, Aaron",822407,Left,PUR_BOI,Undefined,3,Top,1,3,2,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,74.45027,3.23094,-2.306472,2225.103566,84.032546,8:45,3.32805,3.31231,5.49755,-51.03444,0.52752,-10.68945,2.10297,0.26294,67.90448,-6.120919,-4.205098,0.516816,98.02674,3.897538,15.603225,3056.588397,,,,80.8212,78.57843,17.238,0.60367,4.74701,-0.25079,-3.10293,50.0,3.57637,4.73479,-107.84763,4.49304,5.56118,19.68664,-32.46784,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,2f46db60-8d8e-11ef-8724-a72f6796be32,72.93201,3.10033,,6.54579,,,,1.45628,2.06708,-0.33878,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:18:48.35,2024-10-18T16:18:48.3527462-04:00,2024-10-18T20:18:48.3527462Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,d06b8f21-f85c-45f7-b934-f0d7c61e3e72,55.003,-108.75705,9.84332,3.33417,5.99288,-16.23392,-3.31572,4.47789,2.78059,300.909195,1.48739,137.45854,-20.04635,,,,,,,2.09636,9.11674,-20.92953,,,,,,,-0.35391,38.92342,2.25424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,5,Slider,72.0,1317.3207319800001,0.6209018624644074,1.6090279,-1.0815078625488281,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,11,-0.05884754142370825
1389,100,2024-10-18,16:19:15.67,3,1,Chris Gallagher,1000074568,R,PUR_BOI,"Russell, Houston",822039,Right,PUR_BOI,Undefined,3,Top,2,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,83.88844,3.126622,-4.462077,2023.57189,303.035969,4:00,3.01243,3.21873,5.89071,-48.63172,-7.93745,14.53698,1.87461,0.27866,75.16004,-5.836147,-1.865149,0.459133,97.35211,-14.470643,-13.896608,,,,,9.13405,9.13405,-8.772122,0.052175,-8.93497,-4.69544,-2.867,50.0,3.23742,8.87151,-121.21245,4.95924,-13.03169,28.03768,-39.02238,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,3f85a3d0-8d8e-11ef-8724-a72f6796be32,82.0949,1.86394,,8.72841,,,,2.01603,1.86394,0.34166,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:19:15.67,2024-10-18T16:19:15.6725030-04:00,2024-10-18T20:19:15.6725030Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,c1e23942-546c-490f-8f51-929a01191da9,54.60945,-122.27401,14.01884,3.02168,6.43671,-19.51119,-3.21223,9.36491,-6.51584,180.0,2.01458,134.37851,,,,,,,,1.86432,-35.72484,,,,,,,,0.34202,-33.24687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,3,Fastball,72.0,1277.6653098216002,3.095653562756034,-5.1933017,-2.7441483222961427,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,0,-0.007566831749245575
1390,101,2024-10-18,16:19:44.71,4,1,Chris Gallagher,1000074568,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,3,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.76799,3.972771,-1.456883,2207.734022,63.980068,8:15,3.3503,3.22763,5.75387,-59.50602,-5.72599,-15.42501,2.09685,0.58571,66.05527,-6.964658,-4.212023,0.527815,,,,,,,,,,,,7.3539,-3.57268,-3.09735,50.0,3.6446,3.23386,-105.38542,5.5119,8.17329,19.86908,-36.14481,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,50e7dda0-8d8e-11ef-8724-a72f6796be32,71.41221,,,6.71272,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:19:44.71,2024-10-18T16:19:44.7127846-04:00,2024-10-18T20:19:44.7127846Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,5a3dc5ce-826d-4c68-bf02-8ea513a54e9b,54.74679,-106.2766,9.93454,3.36102,7.13308,-18.07241,-3.23417,2.86726,4.08664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1,Curveball,72.0,1387.9577275919999,2.4564616190883797,3.3211112,-9.04710120223999,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,0,-0.02747056676605407
1391,102,2024-10-18,16:19:58.71,4,2,Chris Gallagher,1000074568,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,3,Top,2,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.95966,4.199881,-3.622266,2034.504781,251.065877,2:15,2.98412,3.3556,5.92412,-34.13423,7.34115,17.03698,4.05159,1.40966,74.19597,-2.182762,-0.575362,0.463518,,,,,,,,,,,,-9.79981,2.84555,-3.07479,50.0,3.30234,6.88763,-119.80279,7.73593,-14.02158,26.49724,-28.10265,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,592c1b70-8d8e-11ef-8724-a72f6796be32,81.31817,,,8.76369,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:19:58.71,2024-10-18T16:19:58.7129126-04:00,2024-10-18T20:19:58.7129126Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,821e89d1-7462-4a58-8fc2-021ee2cf40ee,54.57228,-120.80982,13.24862,2.98803,8.80398,-14.05133,-3.34668,7.42053,-7.01079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0,ChangeUp,72.0,1272.8365181568001,2.6185465672456374,-4.2470775,11.588227465057372,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,1,0.08360908857239176
1392,103,2024-10-18,16:20:14.29,4,3,Chris Gallagher,1000074568,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,3,Top,2,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.03554,2.667606,-3.324042,2209.431553,72.012517,8:30,3.22765,3.25662,5.8535,-57.17373,-3.79091,-17.25446,0.94779,-1.27329,66.43013,-7.842112,-6.404396,0.525863,,,,,,,,,,,,7.73138,-2.25721,-2.97626,50.0,3.41176,6.74722,-105.74757,3.23733,8.61694,20.6789,-34.68981,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,62876e90-8d8e-11ef-8724-a72f6796be32,71.67736,,,6.60541,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:20:14.29,2024-10-18T16:20:14.2923558-04:00,2024-10-18T20:20:14.2923558Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,b97fdcb3-f303-4c44-9c28-8d1ce68bcae5,54.64685,-106.65239,10.33945,3.2369,4.7552,-17.3449,-3.26324,6.37018,4.30847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,72.0,1360.2995478000003,3.095653562756034,1.311414,-5.102324003372193,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,4,0.014290454374762035
1393,104,2024-10-18,16:20:34.67,4,4,Chris Gallagher,1000074568,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,3,Top,2,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,83.7335,3.934245,-6.22016,2111.193232,303.081419,4:00,2.96254,3.29253,5.85613,-50.28499,-9.44008,16.70162,2.45492,-1.11772,75.38566,-5.277376,-3.254681,0.459981,,,,,,,,,,,,-10.35938,-5.5176,-2.79517,50.0,3.25538,12.45759,-120.6404,6.57018,-15.1108,25.71392,-40.22237,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,6eac6900-8d8e-11ef-8724-a72f6796be32,81.94339,,,8.34784,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:20:34.67,2024-10-18T16:20:34.6752294-04:00,2024-10-18T20:20:34.6752294Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,c88ae8f5-b19b-48b5-9a81-a031e74fdf90,54.64479,-121.62639,12.85696,2.97388,8.11248,-20.11119,-3.28396,13.037,-7.5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,72.0,1249.1293946544001,2.6185465672456374,-4.6611757,-4.778904272155762,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,7,-0.010331802045093215
1394,105,2024-10-18,16:20:53.02,4,5,Chris Gallagher,1000074568,R,PUR_BOI,"Malott, Corbin",808778,Right,PUR_BOI,Undefined,3,Top,2,3,1,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,82.2692,4.194601,-6.333162,2036.793715,265.382923,2:45,2.97328,3.35226,5.92396,-39.18636,3.08059,19.6358,3.63096,-0.91221,73.82653,-3.05909,-2.844658,0.46792,,,,,,,,,,,,-11.84851,0.77701,-2.8542,50.0,3.28969,12.34195,-118.41197,7.465,-16.66233,24.62263,-31.08134,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,79993190-8d8e-11ef-8724-a72f6796be32,80.55311,,,8.44267,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:20:53.02,2024-10-18T16:20:53.0251046-04:00,2024-10-18T20:20:53.0251046Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,75757f78-a3c2-4a75-b457-2f5225ddee44,54.57401,-119.3593,12.31131,2.97948,8.66082,-15.54067,-3.34137,12.98302,-8.33116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0,ChangeUp,72.0,1268.1786087936,2.6185465672456374,-2.8383386,5.918928613510132,Sinker,84.39355888888888,3.42823037037037,2.746357037037037,17.416610370370368,-6.8518477777777775,3,10,0.18935886212502961
1395,106,2024-10-18,16:21:22.23,5,1,Chris Gallagher,1000074568,R,PUR_BOI,"Novakovic, James",1000072268,Left,PUR_BOI,Undefined,3,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.04384,3.136426,-2.446528,2212.60689,77.128949,8:30,3.21066,3.28275,5.52588,-56.47157,-2.35673,-18.56359,1.44249,-0.55281,66.1423,-7.216363,-5.744121,0.529456,,,,,,,,,,,,8.53166,-1.63992,-3.05729,50.0,3.44652,5.20083,-105.70273,4.03953,9.48625,20.91439,-33.99747,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,8b0dbae0-8d8e-11ef-8724-a72f6796be32,71.19093,,,6.90154,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:21:22.23,2024-10-18T16:21:22.2343462-04:00,2024-10-18T20:21:22.2343462Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,e28fbb04-557d-452e-80cb-30b6fddc6ea7,54.97353,-106.68225,10.4572,3.22004,5.6318,-16.99874,-3.29047,4.75654,4.74313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,72.0,1277.4039754176001,1.5894854846964535,1.5163201,-3.873050109367371,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,0,-0.0075248003150730665
1396,107,2024-10-18,16:22:34.53,5,2,Chris Gallagher,1000074568,R,PUR_BOI,"Novakovic, James",1000072268,Left,PUR_BOI,Undefined,3,Top,2,1,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.65648,3.371104,-4.886623,2140.135509,269.518588,3:00,2.98592,3.28856,6.01826,-39.96057,1.68878,19.8658,2.79348,0.40663,74.05453,-4.061028,-1.333779,0.464489,66.93405,13.963393,-162.041462,2364.652083,,,,99.19513,60.24887,-160.078038,1.161347,-11.76083,0.21067,-2.91553,50.0,3.22975,9.42127,-119.36362,5.77338,-16.69944,26.36442,-31.87491,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,b6155ae0-8d8e-11ef-8724-a72f6796be32,81.14815,8.5417,,8.60196,,,,1.43767,2.6753,-0.38859,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:22:34.53,2024-10-18T16:22:34.5364262-04:00,2024-10-18T20:22:34.5364262Z,GroundBall,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,8fa01b55-e855-48ad-8b0e-c76c36a55cb7,54.48084,-120.34926,13.18221,2.99163,6.96502,-15.93746,-3.27941,10.04558,-8.34972,348.105509,1.43767,-90.62737,7.64883,0.207,-0.10403,0.06161,-0.01244,0.00094,-0.00012,2.6753,23.68856,-25.31615,3.09168,-0.6216,0.13851,-0.02349,0.0049,-0.00075,-0.38859,-29.37412,0.95666,-0.47486,0.11313,-0.02882,0.00546,-0.001,0.00014,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,3,Fastball,72.0,1293.8430887424,2.8510952064010766,-4.3192186,6.0079986355590815,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,3,-0.016227279539245028
1397,108,2024-10-18,16:23:05.95,5,3,Chris Gallagher,1000074568,R,PUR_BOI,"Novakovic, James",1000072268,Left,PUR_BOI,Undefined,3,Top,2,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.67218,2.822131,-6.015721,1810.864602,290.150356,3:45,3.13634,3.33384,5.78895,-47.69007,-5.02788,17.56966,1.80423,-0.81903,74.14136,-5.917635,-2.895206,0.470103,,,,,,,,,,,,-10.65284,-2.92823,-2.84724,50.0,3.34162,11.72358,-117.89958,4.2215,-14.9359,23.23259,-36.27961,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,c8d290d0-8d8e-11ef-8724-a72f6796be32,80.1791,,,7.53082,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:23:05.95,2024-10-18T16:23:05.9517222-04:00,2024-10-18T20:23:05.9517222Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,59569d6b-7866-484e-88f2-6a9644eea763,54.71248,-118.82456,11.6163,3.14479,5.66593,-18.13981,-3.32584,12.31824,-7.46795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0,ChangeUp,72.0,1307.240311896,1.4184925892319455,-3.422884,-1.6049960125732419,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,4,1.209014559199438e-05
1398,109,2024-10-18,16:23:27.11,5,4,Chris Gallagher,1000074568,R,PUR_BOI,"Novakovic, James",1000072268,Left,PUR_BOI,Undefined,3,Top,2,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.5082,2.592046,-6.210999,2081.337601,289.928965,3:45,2.93074,3.35059,5.83605,-46.99877,-6.08989,20.72029,1.43927,-0.71834,75.47642,-6.032497,-2.527265,0.460342,,,,,,,,,,,,-12.41883,-3.45736,-2.85454,50.0,3.11582,12.27381,-120.50538,3.85863,-18.10692,25.26636,-37.21499,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,d56eb710-8d8e-11ef-8724-a72f6796be32,81.87925,,,8.03177,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:23:27.11,2024-10-18T16:23:27.1180582-04:00,2024-10-18T20:23:27.1180582Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,5f55ffeb-68c0-41ac-8f4b-db2faf8e461b,54.66563,-121.47968,12.63318,2.93936,5.29369,-18.60749,-3.3413,12.97204,-9.05346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,72.0,1231.484052744,1.4184925892319455,-5.5154667,-0.574423309936523,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,7,0.032923407428358586
1399,110,2024-10-18,16:23:45.77,5,5,Chris Gallagher,1000074568,R,PUR_BOI,"Novakovic, James",1000072268,Left,PUR_BOI,Undefined,3,Top,2,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.29698,3.048437,-5.592772,2127.78549,295.407098,3:45,2.96454,3.33408,5.88469,-47.28129,-6.65792,16.72304,1.8715,-0.48243,75.95895,-5.616103,-2.613972,0.458732,,,,,,,,,,,,-10.13591,-3.9187,-2.89141,50.0,3.1842,11.13686,-120.40672,4.83363,-14.88973,23.23552,-37.93066,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20241018-PurdueUniversity-Private-1,e0907250-8d8e-11ef-8724-a72f6796be32,82.16654,,,7.33802,,,,,,,80f3c9af-2f11-4a2b-9c1e-94edab3d4d69,2024-10-18,20:23:45.77,2024-10-18T16:23:45.7770278-04:00,2024-10-18T20:23:45.7770278Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,af216695-aadf-41b6-a973-4a20e916582d,54.61838,-121.29468,11.61776,2.97178,6.28317,-18.96533,-3.32789,11.70588,-7.44487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,4,Sinker,72.0,1256.0687202672,2.6185465672456374,-4.41827,-2.2396498889160155,Sinker,84.54042419354839,3.420201612903226,2.8280403225806454,18.30480193548387,-6.046295161290322,1,8,0.023407021766218925
