,PitchNo,Date,Time,PAofInning,PitchofPA,player_name,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,release_pos_z,release_pos_x,release_extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,pitch_type_code,pitch_type,height_in_inches,interaction,arm_angle,xiVB,iVB_oe,most_common_fb,avg_RelSpeed,avg_release_pos_x,avg_release_pos_z,avg_HorzBreak,avg_InducedVertBreak,platoon_state,count,xrv
10,11,2024-09-13,15:54:47.16,4,1,Barron Sawyer,1000226420,R,PUR_BOI,"Spence, Keenan",1000128684,Right,PUR_BOI,Undefined,1,Top,2,0,0,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.65627,-1.703081,-2.341076,2246.753541,63.581261,8:00,5.84371,1.38451,5.41419,-47.13573,-2.71721,-7.89874,0.31844,-1.46813,74.49742,-10.18831,-3.748378,0.479682,,,,,,,,,,,,3.43764,-0.64032,-1.17051,50.0,5.65869,5.03269,-115.70945,-5.06198,4.70817,19.52543,-33.051,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,07db80c0-720a-11ef-8c9b-7717dbc15fe2,78.57794,,,5.15885,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:54:47.16,2024-09-13T15:54:47.1626528-04:00,2024-09-13T19:54:47.1626528Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,be626be9-8020-4b8b-98e8-df91dfff6cef,55.08887,-116.56501,9.76271,5.84877,-3.61376,-16.5255,-1.38651,4.82638,2.35408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,78.0,2467.8385871021997,32.19978497910434,-5.1813107,2.4641006536865233,Fastball,93.44412307692308,1.6112706153846155,5.791628153846154,7.500045384615385,16.014998153846154,3,0,0.02524987359829528
11,12,2024-09-13,15:55:08.08,4,2,Barron Sawyer,1000226420,R,PUR_BOI,"Spence, Keenan",1000128684,Right,PUR_BOI,Undefined,1,Top,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.36147,2.014973,0.43305,2168.668925,41.912722,7:30,5.92931,1.13494,5.43788,-55.70779,-5.99733,-6.67292,3.17468,0.98439,69.68755,-8.109261,-0.755953,0.507453,,,,,,,,,,,,3.46567,-3.07559,-1.16853,50.0,6.06896,-0.57566,-109.49712,2.00912,4.23379,18.20733,-35.93127,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,145e79b0-720a-11ef-8c9b-7717dbc15fe2,74.27776,,,5.67392,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:55:08.08,2024-09-13T15:55:08.0807712-04:00,2024-09-13T19:55:08.0807712Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,a1580656-8f23-4414-9099-aee3ec2901a4,55.06436,-110.33601,9.10367,5.93825,3.66464,-17.96563,-1.13752,-0.77073,2.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1,Curveball,78.0,2514.9443484983994,35.53231793609157,-13.409703,7.412373254699707,Fastball,93.44412307692308,1.6112706153846155,5.791628153846154,7.500045384615385,16.014998153846154,3,1,0.0030144249749331758
12,13,2024-09-13,15:55:28.42,4,3,Barron Sawyer,1000226420,R,PUR_BOI,"Spence, Keenan",1000128684,Right,PUR_BOI,Undefined,1,Top,2,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.83553,-0.926703,-2.111532,2266.4493,179.342293,12:00,5.91201,1.39783,6.35191,-14.57328,16.82773,-0.18106,3.84393,-0.56172,85.12301,-3.743947,-2.144272,0.403314,,,,,,,,,,,,-0.53929,9.33158,-1.24455,50.0,5.83762,5.02992,-136.21251,-2.58769,-1.00563,32.00714,-14.77316,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,205cb240-720a-11ef-8c9b-7717dbc15fe2,93.45682,,,8.71252,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:55:28.42,2024-09-13T15:55:28.4258080-04:00,2024-09-13T19:55:28.4258080Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,0c5e3b05-22f1-42ca-97ad-f000ea2e2411,54.14459,-137.18295,16.00357,5.90928,-2.13977,-7.38658,-1.39752,5.06041,-0.50281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,78.0,2929.0993242498002,36.663560198426374,17.325525,-0.4977952838134776,Fastball,93.44412307692308,1.6112706153846155,5.791628153846154,7.500045384615385,16.014998153846154,3,4,0.00969079774628744
13,14,2024-09-13,15:55:47.70,4,4,Barron Sawyer,1000226420,R,PUR_BOI,"Spence, Keenan",1000128684,Right,PUR_BOI,Undefined,1,Top,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.82473,-3.840485,-2.517338,2300.871964,177.078595,12:00,5.90953,1.44741,6.26718,-17.26796,13.14245,-0.62689,0.9211,-0.92716,87.94921,-7.070035,-2.630542,0.396901,,,,,,,,,,,,-0.28488,8.05319,-1.2607,50.0,5.61601,6.07515,-137.59735,-9.78762,-0.55284,27.04296,-16.54633,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,2bde40c0-720a-11ef-8c9b-7717dbc15fe2,94.96677,,,6.87552,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:55:47.70,2024-09-13T15:55:47.7048096-04:00,2024-09-13T19:55:47.7048096Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,69df027d-ba41-4c82-abc2-ef32562aff72,54.23387,-138.42696,13.52148,5.90849,-9.28003,-8.27317,-1.44733,6.09211,-0.27642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,78.0,2888.8148815812,36.60641965305488,16.348228,-3.2057784545898436,Fastball,93.44412307692308,1.6112706153846155,5.791628153846154,7.500045384615385,16.014998153846154,3,5,0.012984831540631299
14,15,2024-09-13,15:56:07.17,4,5,Barron Sawyer,1000226420,R,PUR_BOI,"Spence, Keenan",1000128684,Right,PUR_BOI,Undefined,1,Top,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,94.45523,-1.678364,-1.533402,2328.312705,187.722311,12:15,6.08068,1.43104,6.18603,-16.46792,14.39989,1.82465,3.15762,0.16688,86.62628,-4.802109,-1.204195,0.399875,,,,,,,,,,,,-1.35327,8.19323,-1.31625,50.0,5.94551,3.59481,-137.2336,-4.52281,-2.58935,29.41807,-16.49688,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,37761660-720a-11ef-8c9b-7717dbc15fe2,94.26052,,,7.82894,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:56:07.17,2024-09-13T15:56:07.1728416-04:00,2024-09-13T19:56:07.1728416Z,,v3,471415,471415,,"Briggs, Will",806268,Right,PUR_BOI,285b291f-36c7-4d47-82a8-a4c92737e6c4,54.31254,-138.15497,14.70904,6.07907,-4.00613,-8.24844,-1.43011,3.67591,-1.29468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,78.0,2933.9909742311997,37.25270446920517,17.318617,-2.9187268670654305,Fastball,93.44412307692308,1.6112706153846155,5.791628153846154,7.500045384615385,16.014998153846154,3,8,-0.01719108765198357
15,16,2024-09-13,15:58:56.87,1,1,Evan Schweizer,10135253,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.60901,-2.135528,-3.568276,2163.6406,211.002522,1:00,5.88132,2.46942,6.43764,-22.21993,13.99013,7.62847,2.06246,-0.17824,79.2757,-6.36191,-2.18827,0.433098,,,,,,,,,,,,-5.14914,8.37552,-2.219,50.0,5.71926,7.62542,-126.94484,-5.36099,-8.28571,29.35542,-18.69662,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,9ca96000-720a-11ef-8c9b-7717dbc15fe2,87.02984,,,8.33331,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:58:56.87,2024-09-13T15:58:56.8783648-04:00,2024-09-13T19:58:56.8783648Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,537ed286-cdec-4c0f-91a4-6fe66450295d,54.06093,-127.88046,14.67771,5.88063,-4.76509,-9.34831,-2.46624,7.8895,-4.14285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,77.0,2915.3602081296,37.24390499508089,18.005627,-4.015496678466796,Fastball,87.8050265079365,2.7334746031746033,5.8533679365079365,11.304704444444445,14.952493015873015,3,0,0.01363107902854935
16,17,2024-09-13,15:59:12.38,1,2,Evan Schweizer,10135253,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.66015,-0.428354,-4.000421,2136.406643,56.130246,7:45,5.75159,2.40388,6.35312,-45.70963,-0.87661,-4.01402,1.54721,-1.61876,71.2204,-8.945293,-4.725144,0.481915,,,,,,,,,,,,0.54941,0.27925,-2.11169,50.0,5.70016,8.20464,-115.1998,-2.22541,0.71267,28.31796,-31.81183,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,a5ec4920-720a-11ef-8c9b-7717dbc15fe2,78.21389,,,8.43975,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:59:12.38,2024-09-13T15:59:12.3893536-04:00,2024-09-13T19:59:12.3893536Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,904f19ed-ff73-406d-9cb0-fafd3c668cda,54.1418,-116.21347,14.15898,5.75944,-1.08668,-15.90592,-2.40492,8.17913,0.35634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,77.0,2813.6216924816,32.89160124738296,-1.467958,0.5913479734802246,Fastball,87.8050265079365,2.7334746031746033,5.8533679365079365,11.304704444444445,14.952493015873015,3,1,0.014485360477872446
17,18,2024-09-13,15:59:23.63,1,3,Evan Schweizer,10135253,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.63011,-1.429663,-3.635167,2146.806575,28.463766,7:00,5.80128,2.61139,6.20149,-51.48534,-5.33264,-3.87819,0.1882,-1.07188,70.83187,-10.918647,-4.335375,0.488956,,,,,,,,,,,,0.64728,-1.73181,-2.33595,50.0,5.66839,7.36755,-113.77026,-4.40835,0.82039,27.28685,-34.36898,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,aca727d0-720a-11ef-8c9b-7717dbc15fe2,77.08754,,,7.79823,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:59:23.63,2024-09-13T15:59:23.6340512-04:00,2024-09-13T19:59:23.6340512Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,80f50851-c69d-41c4-b742-18d5ff45e1b1,54.29639,-114.79609,13.64343,5.80983,-3.11628,-17.18449,-2.61235,7.3367,0.41019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5,Slider,77.0,2770.1966528544,32.81021092298898,-3.1949732,-2.137666769638061,Fastball,87.8050265079365,2.7334746031746033,5.8533679365079365,11.304704444444445,14.952493015873015,3,4,0.019011211871350908
18,19,2024-09-13,15:59:40.54,1,4,Evan Schweizer,10135253,R,PUR_BOI,"Rogers, Brandon",804611,Right,PUR_BOI,Undefined,1,Bottom,0,2,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,87.83446,-2.043624,-4.041664,2313.955568,227.522281,1:30,5.83832,2.56256,6.90961,-18.94029,16.32009,16.47836,2.39334,0.24878,79.62072,-5.707549,-1.035151,0.427381,85.74612,6.760487,-30.6885,2512.232951,,,,90.6257,88.3693,-31.581238,0.775108,-10.0367,9.68107,-2.3134,50.0,5.70262,8.40976,-127.37429,-5.00275,-16.32037,28.66013,-16.4319,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,b6b947d0-720a-11ef-8c9b-7717dbc15fe2,88.19404,4.50341,,8.21373,,,,2.08839,2.22602,-0.00405,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,19:59:40.54,2024-09-13T15:59:40.5499680-04:00,2024-09-13T19:59:40.5499680Z,GroundBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,c99c3686-95a3-4c4f-a8c5-6b3954992fdf,53.58991,-128.1795,14.33007,5.83668,-4.5411,-8.21595,-2.55612,8.86828,-8.16019,39.822229,2.11729,106.8908,-12.96941,,,,,,,2.27915,13.87516,-21.77644,,,,,,,0.00182,-63.84253,3.35637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,3,Fastball,77.0,3106.2195976504,28.214984469753524,15.507991,0.8120991629028325,Fastball,87.8050265079365,2.7334746031746033,5.8533679365079365,11.304704444444445,14.952493015873015,3,7,0.035301803853457846
19,20,2024-09-13,16:00:09.40,2,1,Evan Schweizer,10135253,R,PUR_BOI,"Gill, Ty",802115,Left,PUR_BOI,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.84152,-1.11491,-4.340935,2256.93801,220.681131,1:15,5.73728,2.60732,6.52998,-20.24462,15.07965,12.03032,3.02439,-0.37996,80.57359,-4.964859,-2.164543,0.427768,74.52513,31.087248,-35.230411,4474.285109,81.31564,46.43596,-74.07922,230.33937,156.29091,-50.122738,3.555949,-7.48311,8.5443,-2.31031,50.0,5.6507,9.22282,-127.44487,-3.03514,-12.35823,25.18097,-18.06327,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,c7e02650-720a-11ef-8c9b-7717dbc15fe2,88.11424,47.32242,,7.26793,,,,1.24918,2.97699,0.37985,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:00:09.40,2024-09-13T16:00:09.4020384-04:00,2024-09-13T20:00:09.4020384Z,FlyBall,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,5701e0fc-0c31-443d-98c7-6c923e007f84,53.97026,-128.22692,12.59049,5.73625,-2.47415,-9.03163,-2.60271,9.60663,-6.17912,126.928111,1.24875,76.47662,-19.24839,5.20178,-1.51039,0.49172,-0.14307,0.02513,-0.00178,2.97738,56.42451,-19.82224,1.17165,0.165,-0.19178,0.07086,-0.01185,0.00074,0.38003,-54.00495,-0.14783,1.12736,-0.34023,0.01684,0.02078,-0.00651,0.00061,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,3,Fastball,77.0,2884.7529213888,29.63304803888268,11.891222,3.1884279998779306,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,0,0.007332963618160411
20,21,2024-09-13,16:00:33.70,2,2,Evan Schweizer,10135253,R,PUR_BOI,"Gill, Ty",802115,Left,PUR_BOI,Undefined,1,Bottom,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.5333,-3.565075,-5.724189,2252.038174,231.027279,1:45,5.77884,2.47,6.48139,-21.8932,12.88827,14.39894,0.6603,-1.6036,81.24067,-7.70886,-3.128225,0.424468,,,,,,,,,,,,-9.26493,8.20441,-2.07222,50.0,5.51707,12.38308,-129.22535,-8.71484,-15.51611,29.34491,-18.43397,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,d666b770-720a-11ef-8c9b-7717dbc15fe2,88.79917,,,8.29263,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:00:33.70,2024-09-13T16:00:33.7062176-04:00,2024-09-13T20:00:33.7062176Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,9fa51224-05c5-4980-ab8f-5c52355658e5,54.01682,-130.1343,14.67245,5.77816,-8.14385,-9.21698,-2.46323,12.86369,-7.75805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,77.0,2884.0285156452,32.51615811843028,12.148936,0.7393337283325199,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,1,0.06768016483964279
21,22,2024-09-13,16:00:50.04,2,3,Evan Schweizer,10135253,R,PUR_BOI,"Gill, Ty",802115,Left,PUR_BOI,Undefined,1,Bottom,1,1,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,88.27318,-0.725441,-3.45528,2309.448456,227.054694,1:30,5.83846,2.54349,6.73057,-21.51182,13.5402,13.26142,3.38162,0.48716,80.04384,-4.847311,-1.042288,0.426116,96.68967,16.686514,25.12846,2159.206245,97.91841,22.36685,50.11901,226.52808,226.52808,30.69436,2.150749,-8.08737,7.73233,-2.32016,50.0,5.78204,7.24605,-128.12654,-2.19089,-13.31771,28.7921,-19.44098,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,e01b0000-720a-11ef-8c9b-7717dbc15fe2,88.45579,22.50691,,8.22934,,,,2.53442,3.42921,-0.51723,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:00:50.04,2024-09-13T16:00:50.0453664-04:00,2024-09-13T20:00:50.0453664Z,LineDrive,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,69f340f2-4ee5-4e44-a743-bcaa089a9add,53.76871,-128.97065,14.39605,5.83791,-1.62093,-9.72049,-2.53832,7.63649,-6.65886,275.41711,2.53441,122.98452,-21.76563,4.3162,-0.98271,0.20316,-0.03811,0.00514,-0.00034,3.42921,40.71937,-24.17286,3.11277,-0.7162,0.16008,-0.02993,0.00425,-0.00031,-0.51723,57.68178,-0.89961,-0.7152,0.25906,-0.06463,0.0093,-0.00049,-4e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,3,Fastball,77.0,3025.8046066094007,26.677637910449334,15.285446,-1.745246166992187,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,4,-0.009546331460846099
22,23,2024-09-13,16:01:29.02,3,1,Evan Schweizer,10135253,R,PUR_BOI,"Richmond, CJ",1000126837,Left,PUR_BOI,Undefined,1,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.6079,-4.221799,-6.280109,2258.840083,235.871378,1:45,5.82628,2.6507,6.29298,-23.57218,12.77977,17.08584,-0.059,-1.73583,80.32368,-8.630592,-3.213917,0.433945,,,,,,,,,,,,-10.65182,8.1767,-2.19505,50.0,5.50185,13.24444,-126.32919,-10.07871,-17.22862,25.52379,-18.94875,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,f75c5e80-720a-11ef-8c9b-7717dbc15fe2,86.85985,,,7.28422,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:01:29.02,2024-09-13T16:01:29.0256160-04:00,2024-09-13T20:01:29.0256160Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,7975ef3c-f9a8-44a0-933f-7542d262728f,54.20777,-127.1765,12.76189,5.82599,-9.44968,-9.47438,-2.64421,13.81637,-8.61431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3,Fastball,77.0,2823.1790906088,34.01710539322619,13.659746,-0.8799761700439461,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,0,0.096174391023463
23,24,2024-09-13,16:01:57.86,3,2,Evan Schweizer,10135253,R,PUR_BOI,"Richmond, CJ",1000126837,Left,PUR_BOI,Undefined,1,Bottom,1,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.78659,-1.254821,-4.459925,2281.362545,220.588665,1:15,5.82065,2.7133,6.58503,-19.71521,15.99985,12.65678,3.02413,-0.32729,79.61466,-5.038913,-2.168264,0.430127,84.3141,69.877921,162.282307,4285.509388,,,,,31.03811,,,-8.06111,9.16563,-2.41252,50.0,5.72609,9.45525,-127.23,-3.30726,-13.09797,28.23259,-17.28143,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,087e0ce0-720b-11ef-8c9b-7717dbc15fe2,87.63089,76.36813,,8.17192,,,,3.53979,3.26171,0.23019,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:01:57.86,2024-09-13T16:01:57.8691872-04:00,2024-09-13T20:01:57.8691872Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,96baa62a-95ba-4b03-83ea-d05087149f56,53.91484,-128.09577,14.1163,5.81938,-2.77732,-8.64072,-2.70863,9.8569,-6.54899,337.183152,3.53979,-40.524,-4.66671,2.75337,-0.93823,0.27459,-0.0748,0.01733,-0.00242,3.26171,116.11246,-34.01314,4.96679,-0.89649,0.1262,-0.01098,-0.00194,0.00084,0.23019,12.94665,-11.67538,4.74263,-1.40697,0.37864,-0.09675,0.02102,-0.00275,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,3,Fastball,77.0,2951.3449249514997,27.40938264201486,13.35932,2.640530313110352,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,3,0.008518066454524863
24,25,2024-09-13,16:02:31.50,3,3,Evan Schweizer,10135253,R,PUR_BOI,"Richmond, CJ",1000126837,Left,PUR_BOI,Undefined,1,Bottom,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.93003,-2.302102,-5.798815,2174.52288,237.429016,2:00,5.79512,2.73422,6.66749,-23.95942,11.12052,15.77958,1.68021,-1.27466,81.15315,-6.809407,-2.944434,0.426286,,,,,,,,,,,,-9.77048,6.77154,-2.34996,50.0,5.63016,12.34682,-127.30522,-5.81708,-16.18983,23.7587,-20.95349,PUR_BOI,PUR_BOI,PurdueUniversity,TeamExclusive,Team,20240913-PurdueUniversity-Private-1,1c979e80-720b-11ef-8c9b-7717dbc15fe2,88.42062,,,6.77689,,,,,,,379d7f77-c474-475c-8434-acf5c2ca95b7,2024-09-13,20:02:31.50,2024-09-13T16:02:31.5050000-04:00,2024-09-13T20:02:31.5050000Z,,v3,471415,471415,,"Russell, Houston",822039,Right,PUR_BOI,8fd1611f-35c2-4b72-af1b-777f39c22228,53.8336,-128.01867,11.87935,5.79539,-5.18786,-10.47675,-2.72803,12.833,-8.09491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.58049,1.658863,0.786842,0.872021,-0.32201,1.46977,1.36264,0.06933,5.3708,-1.24613,61.06435,-0.40139,-63.71285,0.08528,74.21832,-4.94556,5.38802,5.64258,-14.11379,-1.27072,-77.48641,6.78332,High,High,High,,,High,Medium,Medium,3,Fastball,77.0,2975.1956579576,25.59560441854716,14.09393,-2.9734102444458,Fastball,87.64973653846154,2.811026923076923,5.8756861538461544,11.547373076923076,15.127686923076924,1,4,0.057491151163195156
